08000004 080000A0 InternalHeader_NintendoLogo.bin
081338EC          SingleCart1_Data.bin
081FE754          Graphics/LevelSelect_400_LZ77.bin
081FEBA8          Tilemaps/WorldSelect_L1_LZ77.bin
081FEECC          Tilemaps/WorldSelect_L2_LZ77.bin
081FF1D4          Tilemaps/WorldSelect_L3_LZ77.bin
081FF38C          Graphics/WorldSelect_L12_0_LZ77.bin
081FFF20          Graphics/WorldSelect_L12_1_LZ77.bin
08200B70 082010E4 Graphics/WorldSelect_L12_2_LZ77.bin
082010F0          Graphics/WorldSelect_stripe02_LZ77.bin
08201334          Graphics/WorldSelect_stripe0A_LZ77.bin
08201550 082016AC Graphics/WorldSelect_BabyLuigi_LZ77.bin
08201AB8          Tilemaps/LevelSelect_Controls_Patient_LZ77.bin
08201D30          Tilemaps/LevelSelect_Controls_Hasty_LZ77.bin
08201F9C          Tilemaps/LevelSelect_L2_1_LZ77.bin
08202468          Tilemaps/LevelSelect_L2_2_LZ77.bin
082029BC          Tilemaps/LevelSelect_L2_3_LZ77.bin
08202F80          Tilemaps/LevelSelect_L2_4_LZ77.bin
082034F0          Tilemaps/LevelSelect_L2_5_LZ77.bin
08203A68          Tilemaps/LevelSelect_L2_6_LZ77.bin
08204020          Tilemaps/LevelSelect_L3_1_LZ77.bin
08204588          Tilemaps/LevelSelect_L3_2_LZ77.bin
08204B54          Tilemaps/LevelSelect_L3_3_LZ77.bin
082051D4          Tilemaps/LevelSelect_L3_4_LZ77.bin
0820580C          Tilemaps/LevelSelect_L3_5_LZ77.bin
08205E9C          Tilemaps/LevelSelect_L3_6_LZ77.bin
0820649C          Data0820649C_LZ77.bin
082066DC          Tilemaps/LevelSelect_LLBAR_LZ77.bin
082068E0          Graphics/star1000.bin
082074E0          Tilemaps/ScoreCalc_L1_LZ77.bin
082075F4          Tilemaps/ScoreCalc_L3_8levels_LZ77.bin
082077B0          Tilemaps/ScoreCalc_L3_10levels_LZ77.bin
08207980          Graphics/ScoreCalc_sprite_LZ77.bin
08207E3C          Graphics/Gameplay_anim_12_LZ77.bin
08208918          Data08208918_LZ77.bin
08208D58          Tilemaps/Gameplay_Kamek_L2_LZ77.bin
082091A0 082095E4 Tilemaps/Gameplay_Kamek_L3_LZ77.bin
082097E4          Graphics/Unused082097E4_LZ77.bin
08209CC4          Graphics/Unused08209CC4_LZ77.bin
0820A638          Graphics/Unused0820A638_LZ77.bin
0820B0BC          Graphics/Unused0820B0BC_LZ77.bin
0820BA04 0820BBF0 Graphics/Empty1000Bytes_LZ77.bin
0820C1D4          Tilemaps/Gameplay_Raphael_L2_LZ77.bin
0820C580          Graphics/Gameplay_Raphael_L2_8bpp_LZ77.bin
0820DA48          Graphics/Gameplay_Hookbill_L2_8bpp_LZ77.bin
0820E054          Tilemaps/Gameplay_Hookbill_L2_LZ77.bin
0820E290          Graphics/100Cutscene_sprite_0_LZ77.bin
0820F13C          Graphics/100Cutscene_sprite_1_LZ77.bin
0820FFB8 082135CC Graphics/100Cutscene_layer_LZ77.bin
08213AB0          Tilemaps/100Cutscene_L1_LZ77.bin
0821400C          Tilemaps/Intro100Cutscene_L2_LZ77.bin
08214A3C          Tilemaps/Intro100Cutscene_L3_LZ77.bin
08214EC4          Graphics/100Cutscene_text_LZ77.bin
08215308          Graphics/100Cutscene_end_LZ77.bin
082157C4          Graphics/100Cutscene_Congrat_frame0.bin
08215FC4          Graphics/100Cutscene_Congrat_frame1.bin
082167C4          Graphics/100Cutscene_Congrat_frame2.bin
08216FC4          Tilemaps/100Cutscene_L0_2_LZ77.bin
0821724C          Tilemaps/100Cutscene_L0_1_LZ77.bin
082173D4          Tilemaps/100Cutscene_L0_0_LZ77.bin
08217518          Tilemaps/Gameplay_L2_11_LZ77.bin
0821783C          Tilemaps/Gameplay_L2_0E_LZ77.bin
08217AB0          Tilemaps/Gameplay_L2_1C_LZ77.bin
08217D08          Tilemaps/Gameplay_L2_14_LZ77.bin
08218044          Tilemaps/Gameplay_L2_1A_LZ77.bin
08218448          Tilemaps/Gameplay_L2_08_LZ77.bin
08218964          Tilemaps/Gameplay_L2_06_LZ77.bin
08218BD4          Tilemaps/Gameplay_L2_00_LZ77.bin
08219490          Tilemaps/Gameplay_L2_04_LZ77.bin
08219808          Tilemaps/Gameplay_L2_15_LZ77.bin
08219B1C          Tilemaps/Gameplay_L2_07_LZ77.bin
08219D80          Tilemaps/Gameplay_L2_0B_LZ77.bin
0821A014          Tilemaps/Gameplay_L2_19_LZ77.bin
0821A2C0          Tilemaps/Gameplay_L2_01_LZ77.bin
0821A63C          Tilemaps/Gameplay_L2_0A_LZ77.bin
0821A8BC          Tilemaps/Gameplay_L2_02_LZ77.bin
0821ACD4          Tilemaps/Gameplay_L2_09_LZ77.bin
0821B020          Tilemaps/Gameplay_L2_1E_LZ77.bin
0821B2EC          Tilemaps/Gameplay_L2_1B_LZ77.bin
0821B4D8          Tilemaps/Gameplay_L2_12_LZ77.bin
0821B734          Tilemaps/Gameplay_L2_0F_LZ77.bin
0821B944          Tilemaps/Gameplay_L2_13_LZ77.bin
0821BDBC          Tilemaps/Gameplay_L2_0D_LZ77.bin
0821C0CC          Tilemaps/Gameplay_L2_03_LZ77.bin
0821C2D4          Tilemaps/Gameplay_L2_05_LZ77.bin
0821C58C          Data0821C58C_LZ77.bin
0821C938          Tilemaps/Gameplay_L2_0C_LZ77.bin
0821CDA4          Tilemaps/Gameplay_L2_1F_LZ77.bin
0821D090          Tilemaps/Gameplay_L2_16_LZ77.bin
0821D49C          Tilemaps/Gameplay_L2_18_LZ77.bin
0821D9F0          Tilemaps/Gameplay_L3_1B_LZ77.bin
0821DB98          Tilemaps/Gameplay_L3_2B_LZ77.bin
0821DE64          Tilemaps/Gameplay_L3_02_LZ77.bin
0821E3B0          Tilemaps/Gameplay_L3_00_LZ77.bin
0821E4AC          Tilemaps/Gameplay_L3_12_LZ77.bin
0821E75C          Tilemaps/Gameplay_L3_0D_LZ77.bin
0821EA54          Data0821EA54_LZ77.bin
0821EC5C          Tilemaps/Gameplay_L3_27_LZ77.bin
0821EE88          Tilemaps/Gameplay_L3_28_LZ77.bin
0821F0E4          Tilemaps/Gameplay_L3_18_LZ77.bin
0821F288          Tilemaps/Gameplay_L3_10_LZ77.bin
0821F42C          Tilemaps/Gameplay_L3_23_LZ77.bin
0821F600          Tilemaps/Gameplay_L3_14_LZ77.bin
0821F7B8          Tilemaps/Gameplay_L3_20_LZ77.bin
0821F970          Tilemaps/Gameplay_L3_29_LZ77.bin
0821FB54          Tilemaps/Gameplay_L3_16_LZ77.bin
0821FE10          Tilemaps/Gameplay_L3_13_LZ77.bin
0821FF10          Tilemaps/Gameplay_L3_1C_LZ77.bin
08220078          Tilemaps/Gameplay_L3_19_LZ77.bin
0822017C          Tilemaps/Gameplay_L3_2E_LZ77.bin
08220328          Tilemaps/Gameplay_L3_2C_LZ77.bin
082204A0          Tilemaps/Gameplay_L3_2A_LZ77.bin
08220694          Tilemaps/Gameplay_L3_01_LZ77.bin
08220798          Tilemaps/Gameplay_L3_1A_LZ77.bin
082208DC          Tilemaps/Gameplay_L3_0C_LZ77.bin
08220AC8          Tilemaps/Gameplay_L3_15_LZ77.bin
08220C20          Tilemaps/Gameplay_L3_0A_LZ77.bin
08220D1C          Tilemaps/Gameplay_L3_03_LZ77.bin
08220E2C          Tilemaps/Gameplay_L3_22_LZ77.bin
08220FA0          Tilemaps/Gameplay_L3_0E_LZ77.bin
082212B4          Tilemaps/Gameplay_L3_25_LZ77.bin
082215C8          Tilemaps/Gameplay_L3_1E_LZ77.bin
082217D0          Tilemaps/Gameplay_L3_1F_LZ77.bin
082218D4          Tilemaps/Gameplay_L3_0F_LZ77.bin
08221B7C          Tilemaps/Gameplay_L3_11_LZ77.bin
08221DB8          Tilemaps/Gameplay_L3_17_LZ77.bin
08221F3C          Tilemaps/Gameplay_L3_21_LZ77.bin
08222068          Tilemaps/Gameplay_L3_24_LZ77.bin
082222BC          Tilemaps/Gameplay_L3_26_LZ77.bin
08222464 082225D4 Tilemaps/Gameplay_L3_2F_LZ77.bin
082235CC          Graphics/LevelSelect.bin
082255CC          Graphics/BanditMinigame_2_Nintendo_LZ77.bin
08225ED0          Graphics/BanditMinigame_3_LZ77.bin
08226908 082272C0 Graphics/IntroCutscene_L1_LZ77.bin
082272CC          Tilemaps/BanditMinigame_L1_LZ77.bin
082278F0          Tilemaps/BanditMinigame_L2_BG_LZ77.bin
08227A18          Tilemaps/BanditMinigame_L2_win_LZ77.bin
08227B54          Tilemaps/BanditMinigame_L2_loss_LZ77.bin
08227C90          Graphics/Gameplay_L1_200_LZ77.bin
0822874C          Graphics/Gameplay_L1_300_LZ77.bin
082291C4          Graphics/Gameplay_L1_201_LZ77.bin
08229C0C          Graphics/Gameplay_L1_301_LZ77.bin
0822A5D4          Graphics/Gameplay_L1_204_LZ77.bin
0822AD94          Graphics/Gameplay_L1_304_LZ77.bin
0822B4EC          Graphics/Gameplay_L1_205_LZ77.bin
0822BEDC 0822C8E0 Graphics/Gameplay_L1_305_LZ77.bin
0822C900          Graphics/Gameplay_L1_202_LZ77.bin
0822D394          Graphics/Gameplay_L1_302_LZ77.bin
0822DC68          Graphics/Gameplay_L1_203_LZ77.bin
0822E578          Graphics/Gameplay_L1_303_LZ77.bin
0822EBEC          Graphics/Gameplay_L1_206_LZ77.bin
0822F6B4          Graphics/Gameplay_L1_306_LZ77.bin
08230294          Graphics/Gameplay_L1_207_LZ77.bin
08230CC8 082315D4 Graphics/Gameplay_L1_307_LZ77.bin
082315F4          Graphics/Gameplay_L1_208_LZ77.bin
0823213C          Graphics/Gameplay_L1_308_LZ77.bin
08232C80          Graphics/Gameplay_L1_209_LZ77.bin
0823362C          Graphics/Gameplay_L1_309_LZ77.bin
08234278          Graphics/Gameplay_L1_20C_LZ77.bin
08234EB0          Graphics/Gameplay_L1_30C_LZ77.bin
082355A0          Graphics/Gameplay_L1_20D_LZ77.bin
08235EDC 08236630 Graphics/Gameplay_L1_30D_LZ77.bin
08236650          Graphics/Gameplay_L1_20A_LZ77.bin
08237050          Graphics/Gameplay_L1_30A_LZ77.bin
08237AE0          Graphics/Gameplay_L1_20B_LZ77.bin
0823869C          Graphics/Gameplay_L1_30B_LZ77.bin
08239234          Graphics/Gameplay_L1_20E_LZ77.bin
08239E70          Graphics/Gameplay_L1_30E_LZ77.bin
0823A8A8          Graphics/Gameplay_L1_20F_LZ77.bin
0823B1B8 0823BC34 Graphics/Gameplay_L1_30F_LZ77.bin
0823BC54          Graphics/Gameplay_L1_000_LZ77.bin
0823C774          Graphics/Gameplay_L1_001_LZ77.bin
0823D378          Graphics/Gameplay_L1_004_LZ77.bin
0823DD3C          Graphics/Gameplay_L1_005_LZ77.bin
0823E734          Graphics/Gameplay_L1_002_LZ77.bin
0823EC78          Graphics/Gameplay_L1_003_LZ77.bin
0823F4C8          Graphics/Gameplay_L1_006_LZ77.bin
0823FFAC 08240B24 Graphics/Gameplay_L1_007_LZ77.bin
08240B44          Graphics/IntroCutscene_L2_5_LZ77.bin
082414A0          Graphics/IntroCutscene_L2_6_LZ77.bin
08241C9C          Graphics/Credits_L0_LZ77.bin
082423BC          Graphics/Gameplay_L1_211_LZ77.bin
0824300C          Graphics/Gameplay_L1_311_LZ77.bin
08243CA4          Graphics/Gameplay_L1_011_LZ77.bin
082448F0          Graphics/Credits_201_LZ77.bin
08245430 08245CB0 Graphics/Unused08245430_LZ77.bin
08245CD0          Graphics/GoalMinigame_2_LZ77.bin
08246EB8          Graphics/GoalMinigame_0_LZ77.bin
08247760          Graphics/GoalMinigame_1_LZ77.bin
08247D90          Graphics/GoalMinigame_4_LZ77.bin
082485D4          Graphics/GoalMinigame_5_LZ77.bin
08248E48          Graphics/Gameplay_L2_500_LZ77.bin
08249700          Graphics/Gameplay_L2_600_LZ77.bin
0824A070          Graphics/Gameplay_L1_100_LZ77.bin
0824AABC 0824ACB0 Graphics/Unused0824AABC_LZ77.bin
0824ACD0          Tilemaps/GoalMinigame_L1_0_LZ77.bin
0824AE74          Tilemaps/GoalMinigame_L1_2_LZ77.bin
0824B098          Tilemaps/GoalMinigame_L2_1_LZ77.bin
0824B2D4          Tilemaps/GoalMinigame_L2_2_LZ77.bin
0824B504          Tilemaps/GoalMinigame_L2_4_LZ77.bin
0824B6B0          Tilemaps/GoalMinigame_L3_LZ77.bin
0824B84C          Tilemaps/GoalMinigame_L2_3_LZ77.bin
0824B9E0          Tilemaps/GoalMinigame_L2_5_LZ77.bin
0824BC50 0824BE2C Tilemaps/GoalMinigame_L2_6_LZ77.bin
0824BFAC          Tilemaps/Gameplay_BossKeyhole_LZ77.bin
0824C2BC          Graphics/Gameplay_L1_4A0_LZ77.bin
0824C578          Graphics/Gameplay_L2_503_LZ77.bin
0824CF0C          Graphics/Gameplay_L2_603_LZ77.bin
0824D6E8          Graphics/Gameplay_L2_502_LZ77.bin
0824E2D8          Graphics/Gameplay_L2_602_LZ77.bin
0824EEAC          Graphics/Gameplay_L2_50B_LZ77.bin
0824F700          Graphics/Gameplay_L2_611_LZ77.bin
0824FF94          Graphics/Gameplay_L2_508_LZ77.bin
082507DC 08251260 Graphics/Gameplay_L2_608_LZ77.bin
08251280          Graphics/Gameplay_L2_501_LZ77.bin
08251B50          Graphics/Gameplay_L2_51C_LZ77.bin
082524D8          Graphics/Gameplay_L2_507_LZ77.bin
0825320C          Graphics/Gameplay_L2_607_LZ77.bin
08253A9C          Graphics/Gameplay_L2_506_LZ77.bin
082544B4          Graphics/Gameplay_L2_518_LZ77.bin
08254CFC          Graphics/Gameplay_L2_519_LZ77.bin
0825573C 08255F58 Graphics/Unused0825573C_LZ77.bin
08255F78          Graphics/Gameplay_L2_505_LZ77.bin
0825665C          Graphics/Gameplay_L2_609_LZ77.bin
082571B0          Graphics/Gameplay_L2_50A_LZ77.bin
08257C30          Graphics/Gameplay_L2_51E_LZ77.bin
08258688          Graphics/Gameplay_L2_50C_LZ77.bin
0825913C          Graphics/Gameplay_L2_60C_LZ77.bin
08259D80          Graphics/Gameplay_L2_50D_LZ77.bin
0825A250 0825A844 Graphics/Gameplay_L2_605_LZ77.bin
0825A864          Graphics/Gameplay_L2_50E_LZ77.bin
0825B3A4          Graphics/Gameplay_L2_514_LZ77.bin
0825C070          Graphics/Gameplay_L2_50F_LZ77.bin
0825CA18          Graphics/Gameplay_L2_60F_LZ77.bin
0825D3B0          Graphics/Gameplay_L2_513_LZ77.bin
0825DC50          Graphics/Gameplay_L2_613_LZ77.bin
0825E690          Graphics/Gameplay_L2_515_LZ77.bin
0825F038 0825FA20 Graphics/Gameplay_L2_615_LZ77.bin
0825FA40          Graphics/LevelSelect_Yoshi_LZ77.bin
082601E4          Graphics/Credits_200_LZ77.bin
08260FB4          Graphics/Credits_300_LZ77.bin
08261938          Graphics/WorldSelect_stripe00_LZ77.bin
08261DAC          Graphics/Gameplay_L2_606_LZ77.bin
08262668          Graphics/Gameplay_Bowser_stripe22_LZ77.bin
08262F94          Graphics/Gameplay_Bowser_L1_LZ77.bin
08263AB4 0826443C Graphics/Gameplay_Bowser_stripe02_LZ77.bin
0826445C          Graphics/Gameplay_L2_516_LZ77.bin
08264B68          Graphics/Gameplay_L2_616_LZ77.bin
082650D8          Graphics/Gameplay_L2_601_LZ77.bin
08265808          Graphics/Gameplay_L2_60D_LZ77.bin
082660C0          Graphics/Gameplay_L2_51D_LZ77.bin
08266A10          Graphics/Gameplay_L2_61D_LZ77.bin
082672D0          Graphics/Gameplay_L2_51F_LZ77.bin
08267CB8 082686EC Graphics/Gameplay_L2_61F_LZ77.bin
0826870C          Graphics/Gameplay_L3_70D_LZ77.bin
08268C3C          Graphics/Gameplay_L3_80C_LZ77.bin
0826922C          Graphics/Gameplay_L3_70A_LZ77.bin
082695CC          Graphics/Gameplay_L3_709_LZ77.bin
0826982C          Graphics/Gameplay_L3_701_LZ77.bin
08269E98          Graphics/Gameplay_L3_712_LZ77.bin
0826A200          Graphics/Gameplay_L3_702_LZ77.bin
0826A59C 0826ABC4 Graphics/Gameplay_L3_812_LZ77.bin
0826ABE4          Graphics/Gameplay_L3_703_LZ77.bin
0826B328          Graphics/Gameplay_L3_71E_LZ77.bin
0826B994          Graphics/Gameplay_L3_70C_LZ77.bin
0826BD60          Graphics/Gameplay_L3_718_LZ77.bin
0826C380          Graphics/GoalMinigame_7_LZ77.bin
0826CBA4          Graphics/GoalMinigame_8_LZ77.bin
0826D1A4          Graphics/Gameplay_KamekRoom_LZ77.bin
0826D854 0826DC64 Graphics/Unused0826D854_LZ77.bin
0826DC84          Graphics/ScoreCalc_L3anim_0_LZ77.bin
0826E1C4          Graphics/ScoreCalc_L3anim_1_LZ77.bin
0826E734          Graphics/ScoreCalc_L3anim_2_LZ77.bin
0826ECA0          Graphics/StoryIntro_L2_LZ77.bin
0826F1BC          Graphics/Gameplay_L3_70E_LZ77.bin
0826F84C          Graphics/Gameplay_L3_80E_LZ77.bin
0826FF24          Graphics/Gameplay_L3_70F_LZ77.bin
0827070C 08270C38 Graphics/Gameplay_L3_80F_LZ77.bin
08270C58          Graphics/Gameplay_L3_700_LZ77.bin
082712F8          Graphics/Gameplay_L3_713_LZ77.bin
082718B8          Graphics/082718B8_LZ77.bin
08271EEC          Graphics/BanditMinigame_7_LZ77.bin
082725DC          Graphics/Gameplay_L3_704_LZ77.bin
08272CDC          Graphics/Gameplay_L3_804_LZ77.bin
08273350          Graphics/Gameplay_L3_715_LZ77.bin
0827380C 082741EC Graphics/Gameplay_L3_717_LZ77.bin
0827420C          Graphics/Unused0827420C_LZ77.bin
082747D8          Graphics/WorldSelect_L3_8_LZ77.bin
08274DBC          Graphics/Gameplay_L3_729_LZ77.bin
08275540          Graphics/Gameplay_L3_829_LZ77.bin
08275B74          Graphics/Gameplay_L3_72F_LZ77.bin
082760C8          Graphics/Unused082760C8_LZ77.bin
082762E4          Graphics/Gameplay_L3_716_LZ77.bin
08276764 08276C30 Graphics/Gameplay_L3_816_LZ77.bin
08276C50          Graphics/Gameplay_L3_720_LZ77.bin
08277254          Graphics/Gameplay_L3_722_LZ77.bin
082776BC          Graphics/Gameplay_L3_811_LZ77.bin
08277BB8          Graphics/Gameplay_L3_724_LZ77.bin
0827834C          Graphics/Gameplay_L3_725_LZ77.bin
0827893C          Graphics/Gameplay_L3_726_LZ77.bin
08278C58          Graphics/Gameplay_L3_727_LZ77.bin
08279214 0827985C Graphics/Gameplay_L3_72C_LZ77.bin
0827987C          Graphics/Data0827987C.bin
08279C7C          Graphics/Data08279C7C.bin
0827A07C          Graphics/Data0827A07C.bin
0827A47C          Graphics/Data0827A47C.bin
0827A87C          Graphics/Data0827A87C.bin
0827A97C          Graphics/Data0827A97C.bin
0827AA7C          Graphics/Data0827AA7C.bin
0827AB7C          Graphics/Data0827AB7C.bin
0827AC7C          Graphics/Data0827AC7C.bin
0827AD7C          Graphics/Data0827AD7C.bin
0827AE7C          Graphics/Data0827AE7C.bin
0827AF7C          Graphics/Data0827AF7C.bin
0827B07C          Graphics/Data0827B07C.bin
0827B17C          Graphics/Data0827B17C.bin
0827B27C          Graphics/Data0827B27C.bin
0827B37C          Graphics/Data0827B37C.bin
0827B47C          Graphics/Data0827B47C.bin
0827B57C          Graphics/Data0827B57C.bin
0827B67C          Graphics/Data0827B67C.bin
0827B77C          Graphics/Data0827B77C.bin
0827B87C          Graphics/Data0827B87C.bin
0827BA7C          Graphics/Data0827BA7C.bin
0827BC7C          Graphics/Data0827BC7C.bin
0827BE7C          Graphics/Data0827BE7C.bin
0827C07C          Graphics/Data0827C07C.bin
0827C27C          Graphics/Data0827C27C.bin
0827C47C          Graphics/Data0827C47C.bin
0827C67C          Graphics/Data0827C67C.bin
0827C87C          Graphics/Data0827C87C.bin
0827CA7C          Graphics/Data0827CA7C.bin
0827CC7C          Graphics/Data0827CC7C.bin
0827CE7C          Graphics/Data0827CE7C.bin
0827D07C          Graphics/Data0827D07C.bin
0827D27C          Graphics/Data0827D27C.bin
0827D47C          Graphics/Data0827D47C.bin
0827D67C          Graphics/Data0827D67C.bin
0827D87C          Graphics/Data0827D87C.bin
0827DC7C          Graphics/Data0827DC7C.bin
0827E47C          Graphics/Data0827E47C.bin
0827E87C          Graphics/Data0827E87C.bin
0827F87C          Graphics/Data0827F87C.bin
0827F8FC          Graphics/Data0827F8FC.bin
0827F97C          Graphics/Data0827F97C.bin
0827F9FC          Graphics/Data0827F9FC.bin
0827FA7C          Graphics/Data0827FA7C.bin
0827FAFC          Graphics/Data0827FAFC.bin
0827FB7C          Graphics/Data0827FB7C.bin
0827FBFC          Graphics/Data0827FBFC.bin
0827FC7C          Graphics/Data0827FC7C.bin
0827FCFC          Graphics/Data0827FCFC.bin
0827FD7C          Graphics/Data0827FD7C.bin
0827FDFC          Graphics/Data0827FDFC.bin
0827FE7C          Graphics/Data0827FE7C.bin
0827FEFC          Graphics/Data0827FEFC.bin
0827FF7C          Graphics/Data0827FF7C.bin
0827FFFC          Graphics/Data0827FFFC.bin
0828007C          Graphics/Data0828007C.bin
0828017C          Graphics/Data0828017C.bin
0828027C          Graphics/Data0828027C.bin
0828037C          Graphics/Data0828037C.bin
0828047C          Graphics/Data0828047C.bin
0828057C          Graphics/Data0828057C.bin
0828067C          Graphics/Data0828067C.bin
0828077C          Graphics/Data0828077C.bin
0828087C          Graphics/Data0828087C.bin
08280A7C          Graphics/Data08280A7C.bin
08280C7C          Graphics/Data08280C7C.bin
08280E7C          Graphics/Data08280E7C.bin
0828107C          Graphics/Data0828107C.bin
0828127C          Graphics/Data0828127C.bin
0828147C          Graphics/Data0828147C.bin
0828167C          Graphics/Data0828167C.bin
0828187C          Graphics/Data0828187C.bin
0828197C          Graphics/Data0828197C.bin
08281A7C          Graphics/Data08281A7C.bin
08281B7C          Graphics/Data08281B7C.bin
08281C7C          Graphics/Data08281C7C.bin
08281D7C          Graphics/Data08281D7C.bin
08281E7C          Graphics/Data08281E7C.bin
08281F7C          Graphics/Data08281F7C.bin
0828207C          Graphics/Data0828207C.bin
0828217C          Graphics/Data0828217C.bin
0828227C          Graphics/Data0828227C.bin
0828237C          Graphics/Data0828237C.bin
0828247C          Graphics/Data0828247C.bin
0828257C          Graphics/Data0828257C.bin
0828267C          Graphics/Data0828267C.bin
0828277C          Graphics/Data0828277C.bin
0828287C          Graphics/Data0828287C.bin
0828297C          Graphics/Data0828297C.bin
08282A7C          Graphics/Data08282A7C.bin
08282B7C          Graphics/Data08282B7C.bin
08282C7C          Graphics/Data08282C7C.bin
08282D7C          Graphics/Data08282D7C.bin
08282E7C          Graphics/Data08282E7C.bin
08282F7C          Graphics/Data08282F7C.bin
0828307C          Graphics/Data0828307C.bin
0828317C          Graphics/Data0828317C.bin
0828327C          Graphics/Data0828327C.bin
0828337C          Graphics/Data0828337C.bin
0828347C          Graphics/Data0828347C.bin
0828357C          Graphics/Data0828357C.bin
0828367C          Graphics/Data0828367C.bin
0828377C          Graphics/Data0828377C.bin
0828387C          Graphics/Data0828387C.bin
08283C7C          Graphics/Data08283C7C.bin
0828407C          Graphics/Data0828407C.bin
0828447C          Graphics/Data0828447C.bin
0828487C          Graphics/Data0828487C.bin
08284C7C          Graphics/Data08284C7C.bin
0828507C          Graphics/Data0828507C.bin
0828547C          Graphics/Data0828547C.bin
0828587C          Graphics/Data0828587C.bin
08285C7C          Graphics/Data08285C7C.bin
0828607C          Graphics/Data0828607C.bin
0828647C          Graphics/Data0828647C.bin
0828687C          Graphics/Data0828687C.bin
08286C7C          Graphics/Data08286C7C.bin
0828707C          Graphics/Data0828707C.bin
0828747C          Graphics/Data0828747C.bin
0828787C          Graphics/Data0828787C.bin
08287C7C          Graphics/Data08287C7C.bin
0828807C          Graphics/Data0828807C.bin
0828847C          Graphics/Data0828847C.bin
0828887C          Graphics/Data0828887C.bin
08288C7C          Graphics/Data08288C7C.bin
0828907C          Graphics/Data0828907C.bin
0828947C          Graphics/Data0828947C.bin
0828987C          Graphics/Data0828987C.bin
0828997C          Graphics/Data0828997C.bin
08289A7C          Graphics/Data08289A7C.bin
08289B7C          Graphics/Data08289B7C.bin
08289C7C          Graphics/Data08289C7C.bin
08289D7C          Graphics/Data08289D7C.bin
08289E7C          Graphics/Data08289E7C.bin
08289F3C          Graphics/Data08289F3C.bin
08289F7C          Graphics/Data08289F7C.bin
0828C0FC          Graphics/Data0828C0FC.bin
0828C2FC          Graphics/Data0828C2FC.bin
0828C4FC          Graphics/Data0828C4FC.bin
0828C6FC          Graphics/Data0828C6FC.bin
0828C87C          Graphics/Data0828C87C.bin
0828CC7C          Graphics/Data0828CC7C.bin
0828D47C          Graphics/Data0828D47C.bin
0828F87C          Graphics/Gameplay_anim_09_LZ77.bin
0828FEA4          Graphics/Data0828FEA4.bin
0828FFA4          Graphics/Data0828FFA4.bin
08290024          Graphics/Data08290024.bin
08290124          Graphics/Data08290124.bin
082906C0          Graphics/Data082906C0.bin
08290EA4          Graphics/Data08290EA4.bin
08290F24          Graphics/Data08290F24.bin
08290FA4          Graphics/Data08290FA4.bin
08290FE4          Graphics/Data08290FE4.bin
08291024          Graphics/Data08291024.bin
082910A4          Graphics/Data082910A4.bin
08291124          Graphics/Data08291124.bin
082911A4          Graphics/Data082911A4.bin
08291224          Graphics/Data08291224.bin
082917A4          Graphics/Data082917A4.bin
082917E4          Graphics/Data082917E4.bin
08291AC0          Graphics/Data08291AC0.bin
08291EA4          Graphics/Data08291EA4.bin
08291F24          Graphics/Data08291F24.bin
08291FA4          Graphics/Data08291FA4.bin
082920A4          Graphics/Data082920A4.bin
082921A4          Graphics/Data082921A4.bin
08292264          Graphics/Data08292264.bin
08292B40          Graphics/Data08292B40.bin
08292BC0          Graphics/Data08292BC0.bin
08292EA4          Graphics/Data08292EA4.bin
08292F64          Graphics/Data08292F64.bin
082930A4          Graphics/Data082930A4.bin
08293124          Graphics/Data08293124.bin
082931A4          Graphics/Data082931A4.bin
08293724          Graphics/Data08293724.bin
08293EA4          Graphics/Data08293EA4.bin
08293EE4          Graphics/Data08293EE4.bin
08293F24          Graphics/Data08293F24.bin
08294024          Graphics/Data08294024.bin
082940A4          Graphics/Data082940A4.bin
08294124          Graphics/Data08294124.bin
082941A4          Graphics/Data082941A4.bin
08294224          Graphics/Data08294224.bin
082946A4          Graphics/Data082946A4.bin
082946E4          Graphics/Data082946E4.bin
08294EA4          Graphics/Data08294EA4.bin
08294F24          Graphics/Data08294F24.bin
08294F64          Graphics/Data08294F64.bin
082950E4          Graphics/Data082950E4.bin
08295124          Graphics/Data08295124.bin
082951A4          Graphics/Data082951A4.bin
08295224          Graphics/Data08295224.bin
08295724          Graphics/Data08295724.bin
082957A4          Graphics/Data082957A4.bin
082957E4          Graphics/Data082957E4.bin
08295F24          Graphics/Data08295F24.bin
08295FA4          Graphics/Data08295FA4.bin
08296024          Graphics/Data08296024.bin
082960A4          Graphics/Data082960A4.bin
08296124          Graphics/Data08296124.bin
08296224          Graphics/Data08296224.bin
08296C40          Graphics/Data08296C40.bin
08296F24          Graphics/Data08296F24.bin
08296FA4          Graphics/Data08296FA4.bin
082970A4          Graphics/Data082970A4.bin
08297124          Graphics/Data08297124.bin
082971A4          Graphics/Data082971A4.bin
08297224          Graphics/Data08297224.bin
082977C0          Graphics/Data082977C0.bin
08297C40          Graphics/Data08297C40.bin
08297EA4          Graphics/Data08297EA4.bin
08297EE4          Graphics/Data08297EE4.bin
08297F24          Graphics/Data08297F24.bin
08297FA4          Graphics/Data08297FA4.bin
08298024          Graphics/Data08298024.bin
082986A4          Graphics/Data082986A4.bin
08298EA4          Graphics/Data08298EA4.bin
08298EE4          Graphics/Data08298EE4.bin
08298F24          Graphics/Data08298F24.bin
